,regulatorId,regulatorName,RegulatorGeneName,regulatedId,regulatedName,function,confidenceLevel
2431,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00459,hupA,+,S 
2432,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00460,hupB,-,S 
2440,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00501,katE,-,S 
2442,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00535,lpd,+,S 
2443,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00546,malE,+,S 
2444,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00547,malF,+,S 
2445,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00548,malG,+,S 
2446,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00563,mazE,+,C 
2447,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00564,mazG,+,C 
2450,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00607,mtlA,-,S 
2451,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00608,mtlD,-,S 
2452,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00629,nanA,-,S 
2458,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00641,ndh,-+,C 
2459,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00645,nirB,-,S 
2460,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00646,nirC,-,C 
2461,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00647,nirD,-,C 
2465,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00660,ogt,-,S 
2469,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00777,ptsG,-+,S 
2471,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00802,queA,+,S 
2472,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC00818,recF,-,C 
2477,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01001,topA,-+,C 
2478,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01004,tpr,+,C 
2481,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01025,tufB,+,C 
2482,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01140,fau,-+,S 
2486,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01223,mazF,+,C 
2487,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01281,dusB,-,C 
2489,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01380,dps,-,S 
2491,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01397,marA,+,C 
2492,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01398,marR,+,C 
2493,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01410,acs,-,S 
2496,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01546,marB,+,C 
2497,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01558,proP,+,C 
2498,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01705,nuoM,+,C 
2499,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01706,nuoF,+,S 
2500,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01712,nrfA,-,S 
2501,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01715,grcA,+,S 
2502,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01867,actP,-,S 
2503,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01868,yjcH,-,C 
2504,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01869,nrfB,-,S 
2505,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01870,nrfC,-,S 
2506,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01871,nrfD,-,S 
2507,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01872,nrfE,-,S 
2508,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01873,nrfF,-,S 
2509,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01874,nrfG,-,S 
2510,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01888,mtlR,-,S 
2511,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01896,fimI,+,C 
2512,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01984,nuoA,+,C 
2513,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01985,nuoB,+,S 
2514,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01986,nuoC,+,C 
2515,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01987,nuoE,+,S 
2516,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01988,nuoG,+,S 
2517,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01989,nuoH,+,S 
2518,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01990,nuoI,+,S 
2519,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01991,nuoJ,+,C 
2520,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01992,nuoK,+,C 
2521,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01993,nuoL,+,C 
2522,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC01994,nuoN,+,S 
2523,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC02077,cbpA,-,C 
2524,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC02078,cbpM,-,C 
2528,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC02168,aldB,-,C 
2530,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC02223,yfaE,+,S 
2612,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC02973,nanT,-,S 
2613,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC03481,hlyE,-,S 
2617,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC03832,yoaG,-,S 
2618,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC03833,yeaR,-,S 
2620,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC04354,glcC,-,S 
2623,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC04470,nanK,-,S 
2624,RDBECOLITFC00053,Fis,fis,RDBECOLIGNC04471,nanE,-,S 
2628,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC01030,tyrR,-,S 
2629,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC02407,ycjF,-,S 
2630,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC02585,ymjC,-,C 
2631,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC02686,ymjD,-,C 
2632,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC03521,ycjX,-,S 
2633,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC03523,ycjG,-,S 
2634,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC03524,mpaA,-,S 
2635,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC03525,ycjY,-,C 
2636,RDBECOLITFC00054,PgrR,pgrR,RDBECOLIGNC03527,mppA,-,S 
2637,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC00461,hyaA,-,C 
2638,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC00462,hyaB,-,C 
2639,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC00463,hyaC,-,S 
2640,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC00464,hyaD,-,C 
2641,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC00465,hyaE,-,C 
2642,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC00466,hyaF,-,S 
2643,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01345,sufA,+,C 
2644,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01968,napC,-,S 
2645,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01969,napB,-,S 
2646,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01970,napH,-,S 
2647,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01971,napG,-,S 
2648,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01972,napA,-,S 
2649,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC01973,napF,-,S 
2650,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC02029,iscA,-,C 
2651,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC02039,napD,-,S 
2652,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC02202,erpA,-,S 
2655,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC03384,torT,-,C 
2656,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC03758,sufE,+,S 
2657,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC03759,sufS,+,C 
2658,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC03760,sufD,+,C 
2659,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC03761,sufC,+,S 
2660,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC03762,sufB,+,C 
2662,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC04151,iscU,-,C 
2663,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC04152,iscS,-,C 
2664,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC04153,iscR,-,C 
2665,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC04188,rnlA,-,S 
2666,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC04189,rnlB,-,S 
2669,RDBECOLITFC00055,IscR,iscR,RDBECOLIGNC04538,nfuA,-,S 
2674,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00019,aceA,+,C 
2675,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00020,aceB,+,C 
2676,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00021,aceE,-,C 
2677,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00022,aceF,-,C 
2678,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00023,aceK,+,C 
2679,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00028,adhE,-,C 
2680,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00080,aroP,+,C 
2685,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00160,crp,+,C 
2686,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00161,crr,-+,C 
2687,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00168,cydA,+,S 
2688,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00169,cydB,+,S 
2694,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00183,cysG,-,C 
2695,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00250,eda,-,C 
2696,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00251,edd,-,C 
2697,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00252,eno,-,C 
2698,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00276,fbaA,-,C 
2701,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00360,gapA,-,C 
2702,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00361,epd,-,C 
2703,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00482,icd,+,S 
2704,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00535,lpd,-,C 
2705,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00559,manX,-,C 
2706,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00560,manY,-,C 
2707,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00561,manZ,-,C 
2708,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00607,mtlA,-,S 
2709,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00608,mtlD,-,S 
2710,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00645,nirB,-,C 
2711,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00646,nirC,-,C 
2712,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00647,nirD,-,C 
2713,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00680,pck,+,C 
2714,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00690,pfkA,-,S 
2715,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00694,pgk,-,C 
2717,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00746,ppc,-,S 
2718,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00749,ppsA,+,C 
2719,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00778,ptsH,-+,C 
2720,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00779,ptsI,-+,C 
2721,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC00794,pykF,-,S 
2722,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01003,tpiA,-,S 
2723,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01075,pdhR,-,C 
2727,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01397,marA,-,S 
2728,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01398,marR,-,S 
2729,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01503,hypF,-,C 
2730,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01546,marB,-,S 
2731,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01690,setA,-,S 
2732,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC01888,mtlR,-,S 
2733,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC02172,gpmM,-,C 
2734,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC02173,envC,-,C 
2735,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC02174,yibQ,-,C 
2737,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC02289,mpl,-,S 
2738,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC02421,glk,-,C 
2739,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC02674,sgrT,-,S 
2741,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03089,prpB,-,S 
2742,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03090,prpC,-,S 
2743,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03091,prpD,-,S 
2744,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03092,prpE,-,S 
2745,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03408,csgG,+,C 
2746,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03409,csgF,+,S 
2747,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03410,csgE,+,C 
2748,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03411,csgD,+,C 
2749,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03816,yeaD,-,C 
2750,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC03969,fbaB,-,S 
2752,RDBECOLITFC00057,Cra,cra,RDBECOLIGNC04691,fruB,-,S 
2753,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00027,add,+,C 
2754,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00782,purD,-,C 
2755,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00785,purH,-,C 
2756,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00804,rbsA,-,C 
2757,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00805,rbsB,-,C 
2758,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00806,rbsC,-,C 
2759,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00807,rbsD,-,C 
2760,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00808,rbsK,-,C 
2761,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC00809,rbsR,-,C 
2762,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC01382,dcd,+,S 
2763,RDBECOLITFC00058,RbsR,rbsR,RDBECOLIGNC01642,udk,+,S 
2772,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC00502,rpoS,+,C 
2773,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC00993,tnaA,+,S 
2774,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC00994,tnaB,+,S 
2775,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC01249,tnaC,+,S 
2782,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC01744,torA,+,C 
2783,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC01745,torC,+,C 
2785,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC02079,torD,+,C 
2790,RDBECOLITFC00063,TorR,torR,RDBECOLIGNC02329,torR,-,C 
2800,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC00945,soxR,-,S 
2801,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC00946,soxS,-,S 
2802,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC01397,marA,-,S 
2803,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC01398,marR,-,S 
2804,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC01546,marB,-,S 
2805,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC01644,acrA,-,C 
2806,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC01645,acrB,-,C 
2807,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC02015,acrR,-,C 
2810,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC03506,puuA,-,S 
2811,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC03710,mdtI,-,S 
2812,RDBECOLITFC00065,AcrR,acrR,RDBECOLIGNC03711,mdtJ,-,S 
2820,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC01140,fau,-,S 
2822,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC02393,cas2,+,C 
2825,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC04239,cas1,+,C 
2826,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC04240,casE,+,C 
2827,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC04241,casD,+,C 
2828,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC04242,casC,+,C 
2829,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC04243,casB,+,C 
2830,RDBECOLITFC00066,StpA,stpA,RDBECOLIGNC04244,casA,+,C 
2843,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC02221,ssuB,+,S 
2844,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC02276,tauD,+,S 
2845,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03105,tauA,+,S 
2846,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03106,tauB,+,S 
2847,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03107,tauC,+,S 
2848,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03345,ssuC,+,S 
2849,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03346,ssuD,+,S 
2850,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03347,ssuA,+,S 
2851,RDBECOLITFC00070,Cbl,cbl,RDBECOLIGNC03348,ssuE,+,S 
2852,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC00074,aroF,+,S 
2853,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC00351,fumC,+,S 
2854,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC00941,sodA,+,S 
2855,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC00945,soxR,-,C 
2856,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC00946,soxS,+,C 
2857,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC01027,tyrA,+,S 
2858,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC01862,yjcB,+,S 
2859,RDBECOLITFC00071,SoxR,soxR,RDBECOLIGNC04461,yrbL,+,S 
2860,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00279,fdhF,+,C 
2861,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00295,fhlA,+,C 
2862,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00467,hycA,+,C 
2863,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00468,hycB,+,C 
2864,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00469,hycC,+,C 
2865,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00470,hycD,+,C 
2866,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00471,hycE,+,C 
2867,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00472,hycF,+,C 
2868,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00473,hycG,+,C 
2869,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00474,hycH,+,C 
2870,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00476,hypA,+,C 
2871,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00477,hypB,+,C 
2872,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00478,hypC,+,C 
2873,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00479,hypD,+,C 
2874,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC00480,hypE,+,C 
2877,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC01503,hypF,+,S 
2878,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC01504,hydN,+,S 
2889,RDBECOLITFC00072,FhlA,fhlA,RDBECOLIGNC04228,hycI,+,C 
2895,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC02230,cusA,+,S 
2896,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03196,cusS,+,S 
2897,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03197,cusR,+,S 
2898,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03198,cusC,+,S 
2899,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03199,cusF,+,S 
2900,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03200,cusB,+,S 
2902,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03904,msrP,+,C 
2903,RDBECOLITFC00073,HprR,hprR,RDBECOLIGNC03905,msrQ,+,C 
2906,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00351,fumC,+,S 
2907,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00516,lacA,-,C 
2908,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00518,lacY,-,C 
2909,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00519,lacZ,-,C 
2911,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00620,fpr,+,S 
2914,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00780,purA,-,C 
2916,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00842,rimK,+,S 
2917,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC00941,sodA,+,S 
2919,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01060,xseA,+,S 
2922,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01198,zwf,+,S 
2923,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01235,nfsA,+,S 
2924,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01295,acnA,+,S 
2925,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01333,rob,-,C 
2926,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01363,hdeA,-,S 
2927,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01364,hdeB,-,S 
2928,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01365,yhiD,-,S 
2930,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01385,inaA,+,S 
2933,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01397,marA,+,C 
2934,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01398,marR,+,C 
2935,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01546,marB,+,C 
2936,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01644,acrA,+,S 
2937,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC01645,acrB,+,S 
2941,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC02381,mlaD,+,S 
2942,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC02382,mlaE,+,S 
2943,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC02383,mlaF,+,S 
2944,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC02390,ybjC,+,S 
2946,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC02559,nfsB,+,S 
2949,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03316,ybjN,+,S 
2950,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03359,pqiA,+,S 
2951,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03360,pqiB,+,S 
2952,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03361,pqiC,+,S 
2953,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03468,ycgZ,+,C 
2954,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03469,ymgA,+,C 
2955,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03470,ariR,+,C 
2956,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC03471,ymgC,+,C 
2959,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC04455,mlaB,+,S 
2960,RDBECOLITFC00074,MarA,marA,RDBECOLIGNC04456,mlaC,+,S 
2961,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00007,zraS,+,C 
2962,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00260,acrE,+,S 
2963,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00376,glnA,+,S 
2964,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00379,glnH,+,S 
2965,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00475,zraR,+,C 
2967,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00828,rfaD,+,S 
2968,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00887,rpoH,+,S 
2969,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC00965,sspA,+,S 
2972,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC01133,raiA,+,S 
2973,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC01323,fliA,+,S 
2975,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC01843,zraP,+,C 
2976,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC02086,cspB,+,S 
2977,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC02120,gadW,+,S 
2978,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC02372,exuR,+,S 
2979,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC02386,yhdW,+,S 
2981,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC02558,rmf,-,S 
2982,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC04492,yrdD,+,S 
2983,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC04545,yhhY,+,S 
2984,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC04563,cpxP,+,S 
2985,RDBECOLITFC00075,ZraR,zraR,RDBECOLIGNC04689,yjjY,+,S 
2986,RDBECOLITFC00076,ArgP,argP,RDBECOLIGNC00084,asd,+,S 
2987,RDBECOLITFC00076,ArgP,argP,RDBECOLIGNC00200,dapB,+,C 
2988,RDBECOLITFC00076,ArgP,argP,RDBECOLIGNC00201,dapD,+,S 
2989,RDBECOLITFC00076,ArgP,argP,RDBECOLIGNC00229,dnaA,+,S 
2990,RDBECOLITFC00076,ArgP,argP,RDBECOLIGNC00236,dnaN,+,S 
