,regulatorId,regulatorName,RegulatorGeneName,regulatedId,regulatedName,function,confidenceLevel
4340,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01873,nrfF,+,C 
4341,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01874,nrfG,+,C 
4343,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01961,ccmH,+,C 
4344,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01962,ccmG,+,C 
4345,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01963,ccmF,+,C 
4346,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01964,ccmE,+,C 
4347,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01965,ccmC,+,C 
4348,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01966,ccmB,+,C 
4349,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01967,ccmA,+,C 
4350,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01968,napC,+,C 
4351,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01969,napB,+,C 
4352,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01970,napH,+,C 
4353,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01971,napG,+,C 
4354,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01972,napA,+,C 
4355,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01973,napF,+,C 
4356,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01977,nikA,+,C 
4357,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01978,nikB,+,C 
4358,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01979,nikC,+,C 
4359,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01980,nikD,+,C 
4360,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01981,nikE,+,C 
4361,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01984,nuoA,-,S 
4362,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01985,nuoB,-,S 
4363,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01986,nuoC,-,S 
4364,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01987,nuoE,-,S 
4365,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01988,nuoG,-,S 
4366,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01989,nuoH,-,S 
4367,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01990,nuoI,-,S 
4368,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01991,nuoJ,-,S 
4369,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01992,nuoK,-,S 
4370,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01993,nuoL,-,S 
4371,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC01994,nuoN,-,S 
4372,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02002,feoA,+,S 
4373,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02003,feoB,+,S 
4375,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02026,uraA,+,S 
4376,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02039,napD,+,C 
4377,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02060,ccmD,+,C 
4382,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02122,ccp,+,S 
4385,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02171,yibN,+,S 
4387,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02252,msrB,-,S 
4389,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02277,prmC,-,S 
4391,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02310,garD,+,S 
4399,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02420,feoC,+,S 
4404,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02577,ybdZ,+,S 
4410,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC02984,caiF,+,S 
4420,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03224,dcuC,+,S 
4421,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03325,hcr,+,C 
4422,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03326,hcp,+,C 
4428,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03481,hlyE,+,S 
4432,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03611,ortT,+,S 
4433,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03668,ydfZ,+,S 
4434,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03675,ydfO,+,S 
4435,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03698,ynfE,+,C 
4436,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03699,ynfF,+,C 
4437,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03700,ynfG,+,C 
4438,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03701,ynfH,+,C 
4439,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03702,dmsD,+,C 
4441,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03750,ydhT,+,C 
4442,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03751,ydhU,+,C 
4443,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03752,ydhX,+,C 
4444,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03753,ydhW,+,C 
4445,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03754,ydhV,+,C 
4446,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC03755,ydhY,+,C 
4449,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC04044,yfcZ,+,S 
4451,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC04109,yffS,+,S 
4462,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC04141,pdeF,+,C 
4464,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC04269,mltA,+,S 
4471,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC04396,aer,+,S 
4480,RDBECOLITFC00128,FNR,fnr,RDBECOLIGNC04693,nrdG,+,C 
4507,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00015,ispB,-,S 
4508,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00020,aceB,-,S 
4509,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00024,ackA,+,S 
4510,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00035,amn,-,S 
4511,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00037,ampD,-,S 
4512,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00039,cysQ,+,S 
4513,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00042,ansB,-,S 
4514,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00052,araE,-,S 
4515,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00053,araF,-,S 
4516,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00072,aroD,-,S 
4517,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00073,aroE,-,S 
4518,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00074,aroF,-,S 
4519,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00087,asnA,-,S 
4520,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00089,asnC,-,S 
4521,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00109,bfr,+,S 
4522,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00110,bglB,-,S 
4523,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00120,bisC,+,S 
4524,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00142,cheA,+,S 
4525,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00149,moeA,+,S 
4526,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00156,cpdB,-,S 
4527,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00168,cydA,+,S 
4528,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00171,cynT,-,S 
4529,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00186,cysJ,-,S 
4530,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00191,cysS,-,S 
4531,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00200,dapB,-,S 
4532,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00205,dcm,-,S 
4533,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00206,dcp,+,S 
4534,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00207,ddlA,-,S 
4535,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00225,dld,-,S 
4536,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00229,dnaA,-,S 
4537,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00240,mltD,-,S 
4538,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00242,dppA,-,S 
4539,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00260,acrE,-,S 
4540,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00291,fepE,-,S 
4541,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00315,fliC,-,S 
4542,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00342,fucA,-,S 
4543,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00354,gabT,+,S 
4544,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00365,gdhA,-,S 
4545,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00368,mnmG,-,S 
4546,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00391,glpK,-,S 
4547,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00395,gltA,-,S 
4550,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00398,gltP,-,S 
4551,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00405,gor,-,S 
4552,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00421,hemB,-,S 
4553,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00424,hemH,-,S 
4554,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00431,hfq,-,S 
4555,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00454,htpG,-,S 
4556,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00455,htpX,-,S 
4557,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00459,hupA,+,S 
4558,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00482,icd,+,S 
4559,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00494,ilvN,-,S 
4560,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00499,intD,-,S 
4561,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00503,katG,-,S 
4562,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00504,kbl,-,S 
4563,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00510,kdsA,-,S 
4564,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00521,lepA,+,S 
4565,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00522,lepB,-,S 
4566,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00523,leuO,-,S 
4567,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00530,livH,+,S 
4568,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00532,livK,-,S 
4569,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00533,livM,-,S 
4570,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00539,lrp,-,S 
4571,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00541,lysA,+,S 
4572,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00543,lysR,-,S 
4573,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00545,lysU,-,S 
4574,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00549,malI,-,S 
4575,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00556,malY,-,S 
4576,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00562,map,+,S 
4577,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00566,mcrB,-,S 
4578,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00576,metE,+,S 
4579,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00583,metR,-,S 
4580,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00584,mglA,-,S 
4581,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00585,mglB,-,S 
4582,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00592,groS,+,S 
4583,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00601,mreC,-,S 
4584,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00629,nanA,-,S 
4585,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00634,narK,-,S 
4586,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00638,narX,-,S 
4587,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00657,nusA,-,S 
4588,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00658,nusB,-,S 
4589,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00661,ompA,-,S 
4590,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00663,ompF,-,S 
4591,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00664,ompR,-,S 
4592,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00665,ompT,-,S 
4593,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00666,oppA,+,S 
4594,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00668,oppC,-,S 
4595,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00671,osmB,+,S 
4596,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00691,pfkB,+,S 
4597,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00718,phoB,-,S 
4598,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00724,pstS,-,S 
4599,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00728,pldA,-,S 
4600,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00734,pntA,-,S 
4601,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00736,polA,-,S 
4602,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00746,ppc,-,S 
4603,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00748,ppiB,-,S 
4604,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00774,pstC,-,S 
4605,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00776,ptrA,-,S 
4606,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00795,pyrB,-,S 
4607,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00810,rcsA,-,S 
4608,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00827,rep,-,S 
4609,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00829,rfaH,+,S 
4610,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00831,fliD,-,S 
4611,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00882,rpmH,+,S 
4612,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00889,rpoZ,-,S 
4613,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00918,sdaA,-,S 
4614,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00921,sdhC,+,S 
4615,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00923,sdiA,-,S 
4616,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00932,serA,-,S 
4617,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00953,gmk,+,S 
4618,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00962,srlR,-,S 
4619,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00967,sucA,-,S 
4620,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00977,tdcA,-,S 
4621,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00980,tdcR,-,S 
4622,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00989,thrS,-,S 
4623,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00993,tnaA,-,S 
4624,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00994,tnaB,-,S 
4625,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC00996,tolB,-,S 
4626,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01020,trxB,-,S 
4627,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01039,uhpA,-,S 
4628,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01081,sbcD,-,S 
4629,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01084,yajD,-,S 
4630,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01095,ybgC,-,S 
4631,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01123,uvrY,-,S 
4632,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01129,xapR,-,S 
4633,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01136,ppdC,+,S 
4634,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01137,ygdB,-,S 
4635,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01141,argO,+,S 
4636,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01154,yhaB,+,S 
4637,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01160,rimP,-,S 
4638,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01161,mscL,-,S 
4639,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01162,bfd,-,S 
4640,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01179,mioC,-,S 
4641,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01211,ydiB,-,S 
4642,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01213,pdeL,-,S 
4643,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01217,ycaC,-,S 
4644,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01218,ycaD,-,S 
4645,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01224,chpS,-,S 
4646,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01225,ychA,-,S 
4647,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01230,iraP,-,S 
4648,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01234,yifB,-,S 
4649,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01243,ilvL,+,S 
4650,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01249,tnaC,+,S 
4651,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01251,pyrL,+,S 
4652,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01252,leuL,+,S 
4653,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01267,wzzE,+,S 
4654,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01269,dsbA,-,S 
4655,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01296,codA,+,C 
4656,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01297,codB,+,C 
4657,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01299,gabD,+,S 
4658,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01300,gabP,+,S 
4659,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01304,ligB,-,S 
4660,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01307,lysP,-,S 
4661,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01309,waaG,-,S 
4662,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01313,mdtG,-,S 
4663,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01327,gspO,+,S 
4664,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01331,amiB,-,S 
4665,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01332,bglH,-,S 
4666,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01337,ubiA,-,S 
4667,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01350,ahpC,+,S 
4668,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01356,uspA,-,S 
4669,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01357,osmY,-,S 
4670,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01372,dadA,+,S 
4671,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01384,cynR,-,S 
4672,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01396,msrA,+,S 
4673,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01398,marR,+,S 
4674,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01405,gcvT,-,S 
4675,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01428,yigI,+,S 
4676,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01431,yigL,+,S 
4677,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01448,pabC,-,S 
4678,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01460,holE,-,S 
4679,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01468,gltF,-+,S 
4680,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01469,yhcA,-,S 
4681,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01470,ycgB,-,S 
4682,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01476,ybfC,-,S 
4683,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01484,cfa,-,S 
4684,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01487,ibpA,+,S 
4685,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01493,wrbA,+,S 
4686,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01497,gadE,+,S 
4687,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01499,nadC,-,S 
4688,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01529,greB,-,S 
4689,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01550,ygiF,-,S 
4690,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01556,evgA,-,S 
4691,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01559,eptA,-,S 
4692,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01583,eamA,-,S 
4693,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01584,ydeE,+,S 
4694,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01591,yafC,-,S 
4695,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01592,yafD,+,S 
4696,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01619,yadC,-,S 
4697,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01627,yicJ,+,S 
4698,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01643,nudC,-,S 
4699,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01653,yidQ,+,S 
4700,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01659,yieE,-,S 
4701,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01662,yieH,-,S 
4702,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01663,cbrB,-,S 
4703,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01664,cbrC,-,S 
4704,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01670,yieP,-,S 
4705,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01671,phoH,-,S 
4706,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01675,rsd,-,S 
4707,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01676,nfrB,-,S 
4708,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01703,ybbC,-,S 
4709,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01722,cmtB,+,S 
4710,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01723,cmtA,+,S 
4711,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01725,rlmM,+,S 
4712,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01729,hofC,-,S 
4713,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01744,torA,-,S 
4714,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01758,mobA,-,S 
4715,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01759,yihD,+,S 
4716,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01764,hemN,-,S 
4717,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01766,yihL,-,S 
4718,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01769,yihO,-,S 
4719,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01771,yihQ,-,S 
4720,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01782,yiiE,-,S 
4721,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01783,yiiF,-,S 
4722,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01786,fdoG,-,S 
4723,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01787,fdhD,-,S 
4724,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01838,yijO,-,S 
4725,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01842,yjaH,+,S 
4726,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01844,yjbB,-,S 
4727,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01860,yjbQ,-,S 
4728,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01862,yjcB,+,S 
4729,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01863,pdeC,+,S 
4730,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01866,yjcF,+,S 
4731,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01873,nrfF,+,S 
4732,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01874,nrfG,+,S 
4733,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01875,yjcO,-,S 
4735,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01894,htrE,-,S 
4736,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01901,rfbC,+,S 
4737,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01913,yehE,-,S 
4738,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01929,bglX,+,S 
4739,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01940,yeiH,+,S 
4740,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01951,yejB,-,S 
4741,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01954,yejG,-,S 
4743,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01961,ccmH,-,S 
4744,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01966,ccmB,-,S 
4745,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01967,ccmA,-,S 
4746,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01968,napC,-,S 
4747,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01969,napB,-,S 
4748,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC01996,secG,-,S 
4749,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02005,yeiE,-,S 
4750,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02013,prfC,-,S 
4751,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02031,rhtA,-,S 
4752,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02033,nlpE,-,S 
4753,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02034,yaeF,-,S 
4754,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02045,cobT,-,S 
4755,RDBECOLITFC00135,Nac,nac,RDBECOLIGNC02063,gspM,+,S 
