edges,iterations,precision,recall,f1rp,recovery,relevance,f1rr,f1rprr
1000,1,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,2,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,3,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,4,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,5,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,6,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,7,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,8,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,9,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,10,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,11,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,12,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,13,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,14,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,15,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,16,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,17,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,18,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.33028125974617106,0.10153115441696077,0.15531669069453052,0.010009335198366012
1000,19,0.0031128030344183657,0.015268070432482194,0.005171298965473807,0.3302812597461711,0.10153115441696077,0.15531669069453052,0.010009335198366012
1500,1,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,2,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,3,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.2907646612954636,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,4,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,5,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,6,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,7,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.2907646612954637,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,8,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,9,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.2907646612954636,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,10,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.2907646612954637,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,11,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,12,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,13,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,14,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,15,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,16,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.2907646612954637,0.112260646180982,0.16198203020057644,0.012060788943572157
1500,17,0.0038155458255771687,0.017476250046592416,0.00626357995467893,0.29076466129546363,0.112260646180982,0.16198203020057644,0.012060788943572157
