edges,iterations,precision,recall,f1rp,recovery,relevance,f1rr,f1rprr
1000,1,0.0065603930879838965,0.013257693309891308,0.00877740441803164,0.22905164707735817,0.11934991627918103,0.15692980616344368,0.01662494189729418
1000,2,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478683,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,3,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,4,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,5,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478683,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,6,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,7,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,8,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,9,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,10,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478683,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,11,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,12,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,13,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,14,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,15,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,16,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,17,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,18,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1000,19,0.006576728312267147,0.013359929241763852,0.008814378704762245,0.22957109382478685,0.1197967258585592,0.1574378854749944,0.016694114235378456
1500,1,0.0059576259000963675,0.011774168406951578,0.007911899883191154,0.1626866271523995,0.11174930732832906,0.1324907973896503,0.014932105219517664
1500,2,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,3,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,4,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,5,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,6,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,7,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,8,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
1500,9,0.006004416708215291,0.011915780944513205,0.007985103242851208,0.15951405828492954,0.11261487734674297,0.13202312401759747,0.015059376100279704
