baseline_name,regnet_name,knownmodules_name,recovery,relevance,F1rr,recall,precision,F1rp,F1rprr,settingid,runningtime
permuted,ecoli_regulondb,minimal,0.0674145539421784,0.06650693631192205,0.06695766955732206,0.022531167570777406,0.02215385226031614,0.022340916911403025,0.033503234291065005,1,0.014974355697631836
